,Short,Long,Rating
6007,Worst product,"After eventually getting the card out of the packaging, which wasn't the easiest of tasks, I fitted the memory card in to my new phone.
The card was easy to set up and up to now, is working perfectly as it should, giving me a large amount of external storage.
Files stored on the card seem to transfer extremely quickly, so I am at this stage, very happy with the card and its performance.",1
6008,Very bad product. No proper service.,"It failed within a few days, Amazon refunded me, I bought an Integral Branded 128GB card from Amazon. That was a year ago at the time of writing... Stuff just fails sometimes.. and I own a LOT of sandisk products (SSD's, thumb drives etc)........ You could buy one and it could still be working years later. I got a duff one. Although I did, once, have a Sandisk memory thumbdrive fail on me a few years back. Also an ADATA brand failed on me one time. SD Cards, MicroSD, cards , and Memory Thumb drives are prone to percentages of DOA or premature failures. It happens regardless of brand.",1
6009,Refrain from buying this product!!!,"Just put it in, no formatting. As the Htc 10 is great for music even 24 bit music and films it was a strong temptation. I also got the 128 gb extreme a2 which I had no problems with. Though the Htc 10 reads the card storage a little higher it is not a problem. A2 is a new technology made by sandisk and western digital. You can buy cheaper but you get limited use and eventually the card loses the ability to write onto or be formatted, though leaving it as unencrpted on the Htc 10.

Though many people use online music but off line music, films and books is nice to have. Also I use extreme cards in my car cams and they are still working after months of use.",1
6010,Poor service from Prestige,"Bought it to use as extended memory space on my Nintendo switch, it’s easy to install, responde well.
Nice size and not too expensive.",1
6011,pathetic product... dont buy you will regret later.,"I bought this specifically for the GoPro Hero 8 Black (it's on the official website as being compatible). I've unfortunately not had a chance to do any speed tests yet, but I've had zero problems with it so far.

I recorded a ton of clips at 4K at 60 FPS and I've not had any recording problems yet. It might not be the quickest card on the market, but it's a good price and a good fit for a 4K action camera.",1
6012,Just for brand it is prestige but very poor customer service money waste and time waste,"Ordered yesterday and received it today (free delivery!)
Did a quick speedtest with CrystalDiskMark and the result below:

------------------------------------------------------------------------------
CrystalDiskMark 7.0.0 x64 (C) 2007-2019 hiyohiyo
------------------------------------------------------------------------------
* MB/s = 1,000,000 bytes/s [SATA/600 = 600,000,000 bytes/s]
* KB = 1000 bytes, KiB = 1024 bytes

[Read]
Sequential 1MiB (Q= 8, T= 1): 168.381 MB/s [ 160.6 IOPS] < 49547.38 us>
Sequential 1MiB (Q= 1, T= 1): 168.208 MB/s [ 160.4 IOPS] < 6227.01 us>
Random 4KiB (Q= 32, T=16): 10.483 MB/s [ 2559.3 IOPS] <105346.72 us>
Random 4KiB (Q= 1, T= 1): 10.063 MB/s [ 2456.8 IOPS] < 406.70 us>

[Write]
Sequential 1MiB (Q= 8, T= 1): 115.766 MB/s [ 110.4 IOPS] < 71789.09 us>
Sequential 1MiB (Q= 1, T= 1): 114.937 MB/s [ 109.6 IOPS] < 9097.50 us>
Random 4KiB (Q= 32, T=16): 3.369 MB/s [ 822.5 IOPS] <184860.33 us>
Random 4KiB (Q= 1, T= 1): 3.166 MB/s [ 772.9 IOPS] < 1292.14 us>",1
6013,Not happy although quality is good,"Using a relatively old Toshiba chromebook means storage is always an issue. Wanted to have offline access to some videos and I wanted a simple and small permanent storage solution. This card ticketed my boxes in regards to capacity, storage space and cost.
Simple and effective, fast enough and working without issues (been using it a couple of months) so far. Would recommend.",3
6014,All in One,"I bought this for use in a GoPro 9. Today I got an SD card error message and all data has been lost. That’s all photos and videos from the last two weekends gone, just like that!

I bought SanDisk as I thought it would be more reliable than some nondescript crap from eBay but I’ve ended up in the same place.

Even after admitting that the data has gone, formatting the card still leaves it unreadable by my GoPro and my laptop reaffirming suspicions that the card is faulty.

One very disappointed customer, what a waste of money!",5
6015,Very Wonderful Product,"well I've gone & purchased a new drone so I'm needing a good quality memory card, this brand was mentioned by several online drone flyers so I've given it a shot. & upto now I'm not disappointed.. currently no issues running this card & capturing 4K video (my drone is the Mavic Air 2) so its got alot of bells & whistles going for it..
anyway reading & transferring files ""large files"" is straight forward & fast for the size/data being transferred. video quality is excellent so no writing issues noticed. So for now I'm happy I'll update my review if any issues are found with corresponding dates etc for any update.",5
6016,Disappointed with Prestige Brand and Amazon,"I have been using SanDisk products for over 20 years. Up until recently they have been fantastic. However, I am deeply concerned about 3 recent purchases as I believe they may be fake SanDisk products. Okay, I know Amazon cannot check every item it sells. But at the end of 2020 I bought a SanDisk 250gb micro SD card for a not insignificant sum of money. I used the card for the first time last week on holiday. Unfortunately the card is (intermittently) defective. In other words, some video footage is great and other footage is completely unusable. (And because its beyond the 30 day period Amazon have referred me to the manufacturer.)

On Monday - Prime Sale - I bought 2 SanDisk 64gb micro SD cards. Both are defective. GRRRRR. Although they will record video (in my case using an action camera), when you try to upload the videos to a computer it wont recognise the card, let alone read the video content. When I examined the defective cards in more detail I noticed the colour scheme was different to the other 20+ SanDisk cards that I own (and which work fine). So...either SanDisk has let the ball drop, or Amazon is unknowingly sourcing and selling fake and/or defective SanDisk products. NOT AMUSED!!!!!!",2
6017,Speed Control Stopped working within 8 days of Usage,"As usual, the package arrived very quickly from Amazon.

This Micro SD Card arrived in a blister pack.

I now always use this make of Micro SD card as I find they work really well with my Action Camera, I haven't had one fail yet. Also they are perfect when I am recording in 4K, the transfer rate it faster than some other cards I have tried.

I would recommend this SanDisk Extreme 128 GB MicroSDSXC Memory Card

I hope you have found this review an helpful.",1
6018,Switch failure and defective mixy.,"La velocidad de escritura es muy buena, la capacidad es real y a pesar de que el color 'amarillo' de la memoria se ve más verde que nada, el producto es real y auténtico. Utilizado en GoPro 6 sin problemas (2.20Hrs en 4K a 60fps).",3
6019,Writing this after using 1.5 years,"I’ve always bought SanDisk and found their memory cards to be fast, effective and reliable. Or so I thought... I bought this extreme 128gb for my new GoPro 9, formatted it in the camera as recommended and started using it. It was ok for a while then the camera advised me of a card fault, so I couldn’t continue to take shots or view the videos or photos I’d already taken. I had to reformat it, losing my files. I tried again, with the same result. A friend advised me to try a full format on my computer, which I thought had fixed it, but alas not! I’m just glad that the error didn’t occur when I was scuba diving and unable to take underwater shots. Unfortunately I can’t now return it as I’m past the return date by a few days.",1
6020,Bad product. Amazon selling banned product. Buyer beware,"Compre esta micro sd para usarla en mi nuevo nintendo switch comprado en el buen fin, y pues en cuanto a la marca Sandisk no hay mucho que decir, solo basta mencionar que es líder en la fabricación de este tipo de memorias, cabe recalcar que no son baratas pero si uno espera pacientemente a la temporada de rebajas puede uno adquirirla muy buen precio. Esta micro sd me salio en 615 pesos, con 190mb/s de escritura y 90mb/s de lectura, lo que la hace ideal para grabar en 4k y con especificaciones de sobra para el nintendo switch.

El envió fue de importación y me llego a través de DHL sin ningún contratiempo y días antes de la fecha máxima de entrega. Muy contento con la compra.",1
6021,Very poor quality sub-standard product from Prestige,"Having bought a couple of Samsung Micro SD cards in the past 3 months both of which have failed, I decided to try a SanDisk card instead. They have great reliability reviews online but I have always thought them to be on the expensive side.

Experience has now shown me that sometimes it's better to spend a little more for better reliability. There is even a free downloadable rescue app, which I hope I'll never need but very useful to have. Performance in my action camera was much better than expected. These were on a great offer so I took the plunge.",1
6022,I have received used product multuple scratching on jar and black spot on plug.,"Die SD Karte hält bei mir bisher durchaus was sie verspricht.

Sowohl Lese- als auch Schreibgeschwindigkeit liegt bisher über den Werten, mit welchen die Karte beworben wird. Insbesondere die Schreibgeschwindigkeit ist beeindruckend hoch. Gemessen wurde das Ganze am USB3.1 Port mit einem Sandisk USB Adapter. Wie auch bei den Speichermedien anderer Hersteller kann ich feststellen, dass bei größeren Kapazitäten die Schreibgeschwindigkeit augenscheinlich höher ist als bei geringen Mediengrößen.

Ich habe zum Beispiel auch zwei USB 3.1 Sticks von Samsung getestet und auch hier ist der kleine Stick langsamer.

Verwendet wird die Karte in einer Gopro Hero 7 Black für die Aufzeichnung von 4k/60fps Videodaten. Bisher hat mich die Karte noch nicht in Stich gelassen und, sollte es bei den getesteten Werten bleiben, rechne ich auch nicht damit, dass es mal dazu kommen könnte.",2
6023,Five Stars,"Had issues with the first one they sent me, always needed formatting, finally got some analysis software and found ""track 0 bad"" errors, had to return it, had it returned and a new one shipped in the same day (which was nice), support are great to talk to as well.

The 2nd one they have given has proven its salt, its got great speeds reducing loading times on my switch and I look forward to installing alot of games on it no issues with the new one unlike the last.

be warned formatting takes about 1-3 hours depending due to the sheer size of the card and your pc haha",5
6024,Don't buy. Too much noise and blades weren't sharpened!,"I knew the spec said it was fast, but unless your used to 'fast' you don't really know what to expect, so when I put it in my phone it was instantly picked up, and automatically moved the photo's storage to itself, now I wanted to get some pictures off my phone, so when I connected via a cable and started to move them to my PC, they flew across, fastest card I have ever had, as I don't have the money to get the more expensive ones, in fact this one was a stretch for me, but very glad I did. :)",1
6025,WORST PRODUCT FROM PRESTIGE.,"This is a great piece of investment. A very convenient, handy piece of storage, on the go. A must buy if storing demanding and valuable data is your thing.",1
6026,Not up to expectation,"128Gb for £23 winner

Dismounts more often than a cowboy at a rodeo, forcing a reboot of the device to pick it up.

I tried a plethora of older, smaller, cards I have in the device and they were all fine . Just this card.

In the end, a loser.",1
6027,worst mixer used ever,"Not much to say as SD card is being returned for replacement as not New; The pack is ripped with some dirt particle inside which looks like a bit of tobacco.
Pic enclosed.",1
6028,"Poor project ,Poor service","It's fake don't buy it Bad experiance with this card SanDisk Extreme 128GB Sped Reade 160MB
Write 90MB , on the other sticker, SanDisk NEW Sticker?????????? , see and read
This is usually thievery, no one reacts to it
Speed is MUCH lower than advertised.. Tested read is 21.46MB/s and Write is 21.07MB/s
Do not buy as it can be easily dead anytime because of bad quality. It's either fake or counterfeit",1
6029,"Pooooor, worst, bad product.","I previously had a lower grade SanDisk Ultra microsd card fail on me in my mobile phone and I lost a lot of precious photographs which were unrecoverable unfortunately. I have since upgraded to the Extreme range which gives me a little more peace of mind, and I have not had any issues yet, however I also set my phone to automatically backup to cloud storage now, as I wouldn't want to risk such a loss of data again.",1
6030,Very Bad performance,"Ordered one of these cards in 400G on Amazons limited deals which I couldn't pass up. Unfortunately the first card was completely d.o.a. The card couldn't be seen, neither as a standard card or with the adapter provided, even checked using other readers and adapters but no luck. Chkdsk couldn't see it at all and it would hang up some other devices I used to test. It was annoying but these things happen.
Amazon were very quick to organize and send a replacement which arrived two days later. Second card worked perfectly so all was good and with limited inconvenience.",1
6031,Waste product in Amazon I didn't expect in this Amazon like this products are sold,"I have used Sandisk products for years, storing, writing and transferring terabytes of data to these cards and have not have one fail on me. The Sandisk Extreme is no exception. I am currently using this card in my GoPro Hero 9 Black and I have not experienced any issues with it, no corruption, quick transfer speeds and plenty of storage for your money.

If you're looking for a micro SD Card, look no further. This is the card you want.",3
6032,Don't waste your money,"I was in doubt weather this would work both for a Dash cam, action cam and my DSLR camera that shoots 4K video and is able to shoot slowmotion up to 180fps and can shoot 10bit 4:2:2 internally.
I have not had any problems so far.

You get the micro SD card for the dash cam and action cam, and included you get an adapter, to adapt to your DSLR camera.

I will recommend this card for anyone who needs both a micro and normal SD memory card.",1
6033,"MIxer grinder Good, Juicer Total waste of money","I purchased 2 SanDisk Extreme 64GB micro SD cards and they appear reliable and perform well. I've never bothered running any performance tests or checked the capacity. The criteria I use is based on price and reliability, who cares if they have a little less capacity or slower than advertised.

I purchase memory cards on a regular basis with no loyalty to any particular brand. Like many others, the SanDisk range of cards perform well but I only purchase items that are Sold by Amazon and never purchase from 3rd party sellers.",3
6034,High Noise Item,"This memory card was bought to work with my digital camera with 4K video and post-focus capability. It had to be fast and big - which this one is. The price was right too. It's performing well in the camera and writes images very quickly. If you buy one, which I recommend, make sure you have a good quality up-to-date SD adapter for it.",4
6035,Only good for painting walls.,Bought specifically for GoPro Hero 7 Black. The best card for this camera in my opinion as it doesn't cause the camera to freeze like other cards do. Got this in the Prime deals in July for about a tenner so I was very happy with the price.,2
6036,Good product at good price ...!,"I bought a go pro Hero6 and wanted to do some long videos on it without having to change cards. I opted for this San Disk 512GB micro SD card. It's awesome, super fast. I formatted it in the camera in about 15seconds. Even when saving a 1 hour long video it only takes a few seconds to save it to the card. Transfer rates are fast to when copying files to my Mac. Highly recommended if you can buy it at the sale price too.",5
6037,Very very very bad,"I ordered this for my Neewer 4k Action cam which I use as a dashcam. The Micro SD card I had wasn't an Extreme one, it was a standard old one. Although it worked it couldn't keep up with even 1080p recording, let alone 4k, so would freeze every 2 seconds or so. That is obviously no good for a dashcam as the freeze would last around 5 frames and could miss something crucial. 5 frames doesn't sound like much but when travelling at 30 mph or above, 5 frames is a lot. So I ordered this one and it now records effortlessly in 1080p AND 4k without a problem! Happy dappy days :)",1
6038,Horrible Experience,"I bought this SD card about 2 months ago for my GoPro Hero 9 Black. Everything was all good until around 3 weeks ago when I got the dreaded “SD Card Error” message. Now I have to format the SD card at least twice a week and now I’m replacing it with another brand. I had this issue with the 64GB SanDisk card, but it was a few years old so I figured it would be because it was used so much. If you buy this SD card make sure you backup all data you’d like to keep the same day so you don’t lose footage. I’ve contacted GoPro and they have assured me it’s not a software issue on their end as my GoPro is updated monthly.",1
6039,"Average product, Worst service - Go for other Mixers","Have used Sandisk SD cards for years as they last the longest and have great performance

Bought a 64GB Sandisk Extreme microSDXC card (A2) and enjoyed 3MB's write speed over three days of use before it corrupted.

I've received a replacement from the same seller and its only giving me 2MB's write speed so we shall see how long it lasts. Will update this review based on those results.",1
6040,Just go for it,Unfortunately there are a LOT of fake SD cards on the market at the minute making it s mine field to buy them from anyone except direct from the manufacturer. I can only speak for the one I bought but the write and read speeds were spot on and I confirmed the total memory size to be 121GB using h2testw. It's rare for even a genuine card to have the full advertised memory size so the missing 7GB was not unusual so my personal opinion is that it was a genuine card.,5
6041,Absolute ridiculous Product..,"Bought for the nintendo switch as we quickly ran out of space with our 128GB. This was on offer so it was a great buy and works like a charm (side note if you buy for the same reason - format this on the switch and redownload all the games as save data is on the switch - wasted so much time trying to transfer and it doesnt work propperly).

All in all a great card",1
6042,"To be avoided, DONT BUY","There are two brands of memory card I trust and buy - one is SanDisk.

I use a variety of cameras ranging from top pro cameras to VLOG style POV cameras such as this Feiyu-tech Pocket.

Filming in 4K is very demanding on a memory card as the data rates are high. You need a card that is capable of recording that data, and the SanDisk Extreme range is one of those cards!

I bought this card a while ago and don't believe always in instant reviews because they are not always accurate. Several months on, this card is still performing as it should giving me no problems transferring the data to hard drive or any file corruption issues.

A good quality, reliable card!",1
6043,Low grade plastic.,"I bought this card to use with a gopro. I had bought a Kingston card but found after 17mins the camera stopped recording. I researched the read/write speeds and identified this card should fit the bill. So far, I have not been disappointed. The first time I used the card my GoPro ran for 4hours (With an external battery) and the card performed as it should with out any issues what so ever. Having used it twice now for long file recordings and every time faultlessly. If I needed an additional card, I wouldn't hesitate to buy this again. Added to I received speedy service and delivery. Thank you to all concerned.",1
6044,Cheap build. Stopped working in 9 months of lite use.,"The price of this card on sale at about £80 made it an easy decision. The speed is very high and it meant than transferring roughly 100gb of files to it took very little time. Using it for high mp photos and 4k video, I don't see any lag.",1
6045,Unexpected buying experience from Prestige and Amazon,"I swear by scan disk and have never had a problem. However with this supplier, they've not made it clear on the class as this is below a class 6. I needed this for a dash cam what has the additional rearview camera to be fitted. Now if you're wondering how found this out. The dash cam which had a smaller size memory that was class 8 memory card worked until switching the memory cards. So now have to switch to ultra. Little let down, would like this to be stated clearly.",1
6046,Mixer regulator problem.,"So I took my car on trackday recently and the footage appeared choppy and broken in the morning. I switched to the SD Card which the GoPro came with and this was fixed immediately.

Annoyingly this SD Card is on the list of approved cards on the GoPro page so I thought I'd be ok - but its not... I tried changing my media file viewer and still the same problem, also worth noting I'm on a decent laptop too.",1
6047,Quality of product is delivered as promised,"Just what I needed. I had a 32 gb card for my go pro hero 4 silver, and decided I wanted a little bit more storage space so I had the flexibility when recording. 128 gb will do perfectly for what I'll need it for. Next up, an external hardrive!",5
6048,"Very bad, please don't buy.","UPDATE:
Used in another device & PC, definitely faulty! Card error! Will be destroying to make sure no data is stored

Card Error, so don’t know how good it is. Tried to use in camera, super disappointed as needed it for cataloging things urgently. Did buy another (cheaper SANDisk SD card as well, but haven’t tried that yet... fingers crossed it works!)",2
6049,Very Bad Service by Prestige,"Although I don't think these are worththe cash charged, they have managed to upload all the emulators for a Odroid go advance.
I have had to replace 1 in 12 months it somehow became corrupted and would not install a thing. So the second I took the insurance on. I brought a 3rd for the same purpose a spare odroid go advance.
Is give these an 80% for reliability.",1
6050,Plz don't buy.,"I paid extra for this Extreme card to get better transfer performance over my Ultra cards. When transferring files with my 2018 Transcend USB 3.0 reader I noticed it was slower than my Ultra card (around 80 MB/s). I queried Sandisk, who were very helpful, and said it was due to the reader. I needed a SanDisk SDDR-B531 reader to ensure high performance. You need to ensure your card reader supports the A2 protocol, and my Transcend reader didn't.",1
6051,Great customer support,"This card is great, but one thing is to be kept in mind.
It is really sensitive. I literally broke it when grabbed my Raspberry Pi Zero W by card slot (when it was in).
It just cracked as crisp and all data gone.
It looks one side of the card is stronger, but other one is not. Bending card one side is pretty safe - you need to use lots of force to brake it. But when you try to bent it on other side - its cracking easily. Too easy IMHO.",5
6052,WORST QUALITY OF PRODUCT AND RUBBISH QUALITY CHECK BY THE MANUFACTURER,"No complaints to share as it does what it is intended to do. I haven't had to worry about it failing so far (now there's tempting fate). It is reasonably fast in modern devices and writes fast enough for the camera body it's in. I can get another shot or two per second with a fast lens compared to slower cards, which is why I bought it.

I would probably buy another (or a more recent Sandisk offering) if I felt the need.",1
6053,poor built and quality,"PLEASE NOTE: This is not compatible with the Viofo A129 Dash Cam. It is too powerful. Instead, buy a less powerful microSD.
This is not the product's fault though. The product itself is great and is a very high speed microSD card. It comes with an SD card adapter to allow you to use the microSD in a standard SD card slot. Would recommend.",1
6054,"Cheap Plastic Parts, Pathetic Customer Service","SanDisk have been my preferred memory card brand for over 15 years. They have always delivered and I have never had a problem with any card from them. My Compact Flash and SD cards I bought 15 years ago are still going stong, though of course 2 and 4GB memory cards don't quite hold as many photos these days. I thought this 128 GB microSDXC was great value at under £18.",1
6055,Poor after sales support,"I purchased this for use in my Mavic Pro. The previous card I was using was experiencing dropped frames on 4k data capture. I've used this card several times now, and have not experienced similar issues. The added bonus with this card is it also comes with an SD adapter, for file transfer, should you not have a micro SD card slot. For the size, this card is fantastic value.",1
6056,Prestige Iris Juicer Mixer Not working as desired।।,"Every one of these cards that I have purchased, is still working reliably. One cannot say better than that. I use them installed directly into my devices so I cannot comment on the adapters but I have to guess they are as good as the memory cards themselves. However, these memory cards are certainly a worthwhile purchase.",2
6057,"Design fault, and bad plastic and bad material. So poor quality materials","I ordered these cards with a single purpose, I needed really fast cards without putting a hole in my pocket and I could have compromised a little on advertised vs actual storage space. But it delivers on both fronts. My primary objective was to put this in dashcam which is going to record 2K+1K video to this card in real-time. And this card works like a charm. Must buy if you want a reliable card.",1
6058,Worst Product I ever Seen,"I bought a few SD cards for various phones to use as internal storage. This is the only one that seems to give solid app performance and give no issues.

I highly recommend it over the cheaper sandisk cards... They are a waste of time/money unless they are only used as static storage, images etc.

Buy this if you want to use the SD card as a phone storage/useage disk.",1
6059,NO SERVICE BACKUP - IRIS MIXER GRINDER,"Bought this to expand the storage of my Daughter's pretty old Kindle fire 7. Moving as many apps as possible onto it, to free up space on the internal storage, seems to be fine with no obvious performance hit - Kids can get impatient can't they?! Anecdotally, the device feels slightly faster and more reliable now, but that could be due to the internal memory being freed of course.",1
6060,DON'T BUY. Review after 3 months.,Great looking and color i love it and powerful motor 750 is awesome grinding machine i bought it in July 18 daily it used twice till now no issues thanks Amazon,1
6061,Too noisy... Not durable,"Product button have problem . When it's off it is running. When the button when the button rotated to Whip,1,2,3 it's not running.
Even if I touch the button it is running . I am very disappointed with the product. . They mencenened ""tested ok"" I don't know how they tested and certified.",3
6062,Is it worth buying?,Worst product. There is lot of noise when operated.there is burning smell from the machine. I wish it is returned or replacement done,4
6063,Do not make a mistake of buying this product!,Material Quality is terrible.. One time use. I opened the package after 30 days. Durability has lost. And the prestige trademark is no longer trusted.,1
6064,Cheap quality plastic and pungent smell.,"Worst product, do not recommend. How come it's being promoted by Amazon as it's Amazon choice. The jar broke after 10 days of use. Can' replace as replacement days are over

Worst product.",1
6065,Chutney jar not working,"I got the package through India-post much delayed than the stipulated time in a shabby package.
It had the mixer as mentioned but the mixer didn't run for even one time, when switched on just made little noise and stopped. Worst thing was , I had to return it on my own, making new secure package at my own expenses, for which i recieved 100 rs cheque from amazon very bad experience, dont purchase",2
6066,Excellent product,"Although the product was bought in Feb, the product has been used only since May. Every time I use the mixer, a burning smell starts emmiting and the jar stops working.",5
6067,Not satisfied.,"Very Poor Blades, Knob came off after 2 weeks of usages.. Extreme noise.. Strongly suggest not to buy this product.",3
6068,WASTE PRODUCT,"Not recommended, got malfunction within a month. Prestige customer care sucks they register complaint but never come to check or rectify it that too in Chennai. Never buy a product from this brand.",1
6069,Worst Mixer,Just received and unpacked. Perceived few scratches and manufacturing defect on jar handle washer. Yet to test the mixer functionality.,1
6070,Cloudtail private limited is a FRAUD!!!,"Pathetic product quality, within one month of use,its rotating plastic blade broken into 4 pieces and 2 year warranty is of no use, they are not willing to change it even in the warranty",3
6071,Nice but expect more than this in performance,"DAMAGE PACKAGING., (BOX) .,NOT DELIVERY WHITE BLUE.",4
6072,Misleading Advertisement,"It is very poor quality product see point.
1. it's jar and blades very weak used low quality materials to manufacture.
2. In side the jar 4 screw visible which will be damage its blades.
3. Juicing jar only for name you can't make any juice.
4. Burning smell coming it's in.

I recommend you to please don't buy this product if not believe please visit your nearest shop and see its quality and then decide.",3
6073,Leaking Jars,"Within 15 days from purchase , product is stop working and after the complain given on 13th Aug, service person came and repair the same but again it stopped working today 27 Aug. Pls replace me with new one",2
6074,Very bad quality and performance of the product,"Reset button is having complaint. Even with out load also, always switching off. Very disappointed. I was on travel and return window is closed on 01-Aug. Only used couple of time. Don't know what to do.",1
6075,Worst product ever,"I bought it for ₹2250 in Amazon Great Indian Sale. It's cost was ₹2699. ₹200 cashback for add money and 10% cash back.
Now moving towards product. It is awesome. No damage in product. Reach on time. U should buy this. U think that there is defective parts in shown photo. But u should think that may be some time it is defective. But u can always return your product. If defective",1
6076,Very poor quality. May be not a pristage. Sure it is duplicate,Too much plastic smell. Long time running required to make pastes. Low quality plastic. Rice paste made is not fully ground. Returned the product.,3
6077,Disappointed,"Searched too much of varients , but not satisfied with their rate. Finally got this product at reasonable price point. Too much of happy regarding this product

I'm very satisfied with its juicer grinder, perfect grinding with filters. Although less noise level is the main plus point of this mixer grinder
But the juicer grinder is made up with plastic (not think it is premium), not sure with cracking
Best product at this price range

*Colour - 4.3 out of 5
*Body -4.2 out of 5
*Noise maintenance- 5 out of 5
*Power- 5 out of 5
*Handling - 5 out of 5
*Grinding- 5 out of 5
*Overall - 4.7 out of 5",1
6078,Performance issue / worst experience/ not satisfied,"I am very happy to invest my money in this machine it's quality is more than excellent.
And it is very powerful machine under this segment with 4 unit of jar. I have made peanut butter in the mixy and the result is more than my expectations..
If you want to make powder of some SAABUT MASALE then go for it.
Very useful for this. And it makes juice also of very good quality.
Very powerful motor....love it.
Just purchase it without extra thinking about it..
Everything everything everything...is excellent about this product..
Very satisfied..",1
6079,Worst product of Prestige.,"Not goes with prestige of 'prestige' brand, don't grind to fineness. Makes harsh and loud sound. Also price is too high.",2
6080,I need explain,"Review after 3months of continuous use,almost every day. For a family of 5 this machine is smooth and powerful.
Have different varieties of jar with a juicer also.
Some parts in juicer I feel not so user friendly but the amount paid makes worth of it.

If you are thinking a budgeted grinder or a mixer then you should go for it.

And don't get confused this with a food processor.

Thums up for this product.",4
6081,Worst mixer grinder ever! DONT WASTE YOUR MONEY on this product.,"Can't even make a banana shake. Poor cutting action. Very bad product. Writing after using for 2 years. No use of 750w power if the product can't churn milk properly. Juicer jar is OK but pretty much useless. I recently purchased Crompton Ameo. For the same price, Crompton is many times better with premium quality, big strong jars, transparent lids and better grinding performance. Do yourself a favor and stay away from this product. For same price Crompton Ameo is a much better buy.
Update after 2 year very minor usage. The mixer coupler only has single element left with rest broken. Very poor quality material.",1
6082,Worth for money but huge noise,"I was not confident of buying a cheaper brand, but was fed up of the expensive food processors giving so much problems.
Buying the prestige mixer grinder was one of my best decisions s.
It is heavy duty, being 750 watts, so all my dosa and idli batter gets grounded perfectly.
My dry masalas need very little grinding, and turn out fine.
The only problem is that we need a few trials to figure out the ideal jar for each function....means coconut chutney can be ground only in the middle jar and so on.
This is the best kitchen aid I have bought in many years. Easy to use, easy to maintain, powerful and strong. Value for money.",3
6083,Poor quality i had seen,Instable product quality. Stopped working just in a span of 20 days. get repaired once from service center but gain got the same problem repeatedly.,1
6084,Worst Customer Service ever,"I had bought this machine in Aug 2019. Within one month, we had a visit from Prestige technician as the machine stopped working completly. As I write this review the machine is again not working and had to lodge a second complaint. Are Indian manufacturers like Prestige serious about quality!! I think not!! Last but not the least, this is a entry level 750 watt machine, strongly recommend a buy against any Prestige product, especially in which they do not have core comptence. They traditionally have been in pressure cookers and cookware, that is what they are fine with. Mixers/ grinders, chimneys, coffee makers, blenders etc is not Thier competence, a definite avoid for Prestige as a brand in these areas",1
6085,Waste,Nice mixer grinder but the burning smells come out when u start grinding or mixing same as shown in pic,2
6086,Pathetic,"*The brand name itself says ""prestige""it really keep product in the kitchen
*Starting plastic smell is there but don't panic when the product comes in daily use. This smell vanished out . But still I recommend that please read the instructions that how to use initially.
.Powerful mixer that I never seen , it is replacement of my Bajaj mixer and I never miss that mixer because how efficiently the prestige iris working smoothly.
Cons
Instead of plastic cap it should be stainless steel otherwise product is very good.",1
6087,Grinders get Jammed - because of rust,This mixer is not designed well. It doesn’t grind material well. The jar internal size and the blade placing distance from bottom inner surface etc. Not happy with the product at all,2
6088,Very bad product and worst service,Very noisy.. Almost all d jars are leaking.. The jar doesn't gets locked to the machine.. Its very dangerous.. Anything can happn becoz of its loose fitting.. I need my money back.. Not a worthy product to say.. D small jar is utter waste doesn't graind anything,1
6089,Horribly noisy,"This piece of engineering by prestige is annoying/useless/waste of money. It makes loud noise. But this isn't the frustrating part,it's the red button at the bottom. This machine gets tierd after 30 seconds of running and wants complete day rest after that. Every time you try to use it the button push back and then the reset game starts.
I used it once and missed the return window now my 2800 is down the drain as this shit doesn't work and amazon is still listing this as amazon choice. I have no idea why?",2
6090,Please send product after inspection in future,Very nice and powerful mixture for daily use. In my house it particularly use for grinding rice for some ceremony like 'Pithe' in Bengali. But after using 9-10 times it work well but I agree with the fact that material quality is average and even not too good but if someone Handel with care it work good and last long life.,1
6091,Cocophony,"Updated 12/08/2018: returned the item and had to order a new one. This time it seems working fine but still I feel the built quality is not to the standards.
Jars guage and quality is not that great. Motor capacity is good.
Just received the product today. As soon as I opened the box, pulled the main body out and surprisingly it started making sound as there were some loose parts inside. Now I am doubting the quality and genuinity of the product . Even the guy who was packing could have observed the sound and kept it away, but it didn't happen. I am trying to contact the seller but no luck , no channel to contact them on this issue.
I don't find a way to contact seller about this issue. Return is the only option? So crazy. Waste of time hhhuh.",1
6092,Worth it,"Worth the price! And i bought it on discount too so extra advantage . Works perfectly . My mom loves it , so goooood. Easy to handle and clean and its powerful.
There are 4 jars and this type usually costs 6000 plus rs outside in electronic shops , but this best among all.
Don’t think twice go for it .",5
6093,Broke with in a month,"Broken in one month. Not sure in covid days customers are getting defective products as we cannot question not we can go near to a service agency. One more time I want to write a feedback here, as I am suffering hell. Dont buy this product, the blades got broken, the platic rotators or I dont know what is that called, the improtant part of mixer got broken into pieces while rotating. Over all its a crap and waste of money....... Very unfortunate that amazon is accepting such display. And one more thing , it doesnt grinds properly, the dosa or chutney is always 90% grinded......you can never grind as per requirement in general.",1
6094,"Machine not working, detective piece",I am writing this review after using this product for 2 months. One fine morning while running the mixer there was a big sound and all of sudden fire flames from the product. This completely damaged the body as you can see in the pics. I raised this issue with the customer service centre about 10 days back and still no resolution. There has been no visit by any technician to check the product or what went wrong here.,1
