,Short,Long,Rating
22262,Good quality product,"Nice watch
Battery backup is very immersive
Accuracy ok ok
Good smartwatch at this price point",4
20350,Does the job,"I bought this for activity tracking but spo2 readings are getting wrong. At one instance it shows 99 and another time it shows 92 so the readings are very very wrong in this.
Rest watch is looking good according to price",3
14334,Moderate,Quality of the product worst and it's not working properly,2
7866,Good Camera for beginners,Good Product Must buy this !,5
16424,Really Nice,"Good bass and sound in this price range
You can bay it when u are a sound lover",4
10452,Terrible product,Poor camera,1
1839,WASTE OF MONEY DONT BUYYY!!,"DONT BUY THIS PRODUCT !!
AFTER SOME DAY OF USE ONE THE BUDS STOPPED WORKING EVEN THE REPLACED ON HAD THE SAME ISSUE",1
13358,Expected a better product,not so good..,2
6943,Money matters,Very Baddd Product...I think it is duplicate within one day the company's name has vanished and it makes a lot noise. Wadte of money...Please don't buy it.,1
19168,Could be way better,Very nice product,2
3668,Not good value for money paid,Catridge provided with the printer while buying print very less page. So due to this I have to again buy the catridge which is cost ly. So I will not value this printer as good buy.,3
5346,Good deal,I bought this product for my GoPro hero 7. I love it for the overall functionality..,5
4863,Good,Good,3
6526,Worst product,This is the worst product of Amazon which I purchased . I have changed it 2 times but the product has some defect . Please do not purchased this product,1
16341,Nice product,Nice product,4
19903,Decent product,Call notification is very bad,3
2117,The best you can get!,"It’s just beautiful. The iOS is so fluid and smooth. No lags whatsoever. Camera takes awesome pics. The best part is the battery. It easily lasts 1 day and maybe more with fairly intensive use. I am moving from Android to IOS and I already know that I am never ever going back to Android again. The phone feels solid and sturdy in the hand.

I don’t have any negatives to write about even though I really thought about writing some because a review is never fair without writing pros and cons. Go for it with eyes closed and you won’t go wrong. Go for a 128 Gigs. You will definitely need it.",5
4342,Plactic body & and not so typeC friendly,"I connect it to my type c port of samsung npte 9. But it was not connecting tightly. And the port is now non usable. Its just plastic...
Look is good but i buyed it for steel body. Waste pf money",1
12561,Not good,"Phone processor is very slow..
Bad camera quality..
Overall good but not best or better..
But in affordable price..
Late delivery",2
18874,Overpriced,Good printing but cartridge is not maintaining briter ink capability,2
22083,Nice product,Good product.,4
8098,Good product,The camera unit is good but the battery is not charging the charger blinks rapidly,4
18786,Slightly disappointed,Children wach,2
15948,Good choice,"The bass is high and superb but the clarity and vocals take a toll its good but not great.
Overall Great for price I didn't find a better one at this price",4
1782,One piece stopped working within 15 days,"Third class experience from Redmi.
Its worst than unbranded China phones as one piece stopped working within 15 days.
Request all to not buying such bad quality product.
Also no service center is answering in Ahmedabad for earbud.",1
17043,Pretty good,Sound quality is best in this price,4
2260,Worst experience with Amazon,"Phone is good but Amazon will flip what they have promised. I have not received My cash back, when I raised a complaint they told it will be credited to your account in 3 days, after 3 days also not received my cash back so again I have raised a complaint, they told same thing after 3days I’ll receive the cashback still not received. After 6 days now they are telling cash back options is not there for this phone, completely flip. Don’t no what is happening with them , I lost complete hope on them, I don’t have Any trust on them.",1
11925,Not recommended at all,I have bought this headset one month back. Right side got broken. Felt very bad.,1
5751,Good,Good product,4
761,just amazing product,"really very nice product!!
extra brasss!!
carbon black!!
but the only problem i faced is lack of noise cancellation due to which surrounding noise isn't cancelled otherwise very good product!!",4
21332,Nice product,Good,4
17531,Fair,Good,3
10154,Hated it!,I get defective piece.. But filpkart give me refunds...,1
10979,Absolute rubbish!,"Overall good but camara quality very poor
If you are a pubg addict don't buy gyroscope not working this device",1
1406,Good product for budget buying,"I thought it was a decent product in terms of sound, comfort, and quality. Offers a good truly wireless experience at a low budget.
My mother found it uncomfortable to wear since they would fall off her ears, so we returned it.",4
12936,Could be way better,Average,2
4997,Good,Duel micsnisum is good,5
3948,Good but not efficiency,"The efficiency of one catriges is 50 pages.
It's very slow to print a single page.",2
8872,Osm,Why VGA cable not included... F...kng experience,5
19362,Not good,"Very wrost products
Not a 10000 mah battery
Works like 5000 mah",2
18434,Expected a better product,Battery worsted,2
9318,Disappointed...,I just Loved everything about it. I was in doubt before buying this. It was a good decision to take this. The base is awesome. Just awesome.,5
5468,A good SanDisk product,It meets all the standards set by SanDisk and a professional user,5
6696,Use carefully otherwise it will be broken in one bad time use,"Extremely pathetic,, duplicate product broke during the very first usage. Quality of the body and jars not compatible to ""The Prestige "" brand. I don't want to give any starts.",3
7166,Memory card,Canon 1500 is the best entry level DSLR and its very easy and convenient to use..the canon connect app is jst superb.. u dnt have to worry abt transfering the pics from the memory card..jst connect the DSLR through its inbuilt wifi to ur smartphone and jst view or download any pic..save it in ur phone..laptop... u can also view and click from ur smartphone..this is the best function of the camera..the DSLR works well even in low light..i have tried clicking pics without using flash..and they came out superb..images are crisp and there is no issue of the pixelisation..day time images are superb no doubt..,1
8200,Very good,"I was previously using LG LCD monitor 19.5 inch since last 7-8 yrs and it was still working except some issues on display which were not that quite visible while using bt still went ahead to upgrade myself with a new one. LG has seriously being the best in the market with this budget LED 22 inch display.

I got this in PRIME day sale for 6.5k with cashback, so it was a great deal for me, as its usually priced around 8500 in normal days.

PROS:-
1) Best Clarity with different modes
2) Perfect to watch movies on.
3) Bezeless display gives you more space.
4) Has HDMI and audio in connection too

CONS:-
1) The stand is bit wobbly if shaken the LED can fell flat on the screen so be careful about it.

This was my analysis after using it for a month and I am really happy with this :)",5
1837,SCAM 2020 BY AMAZON AND THE SELLER,"Worst product stopped working exactly after the return policy date is over ...... So their intension was to make it work for one or two weeks so that we can cross that return policy date later they don't care stating we can do anything as the policy date is completed, don't buy this beware of this scam this happened to me twice",1
18176,Slightly disappointed,Ok,2
7040,Good for beginners - Not recommended for Professionals,"Good product for the money given, blades are good enough for nice grinding",1
13057,Expected a better product,Was working fine initially but the sound became Very Low and Unclear after a bit over 3 months of usage,2
18951,Bad quality,Very worst printer not working software complaint,2
21574,Worth the money,Good smart watcjh,4
8357,Best screen in this price range.,"A beautiful monitor with really good color reproduction. Enable freesync and the picture colors become even more vibrant, you unlock 75hz as well. I used a gtx 1660 super with this monitor and it works flawlessly. Even with the hdmi cable, freesync is achievable (at least in my case). Go for this if you want a budget monitor with really good value for money. 75hz i know is not a great improvement over 60, but even a slight increase above 60 is noticeable.",5
13454,Expected a better product,Just ok,2
8032,Best monitor under 10k,"I HAVE RECEIVED CANON EOS1500D + 32GB STORAGE CARD+ UV PROTECTOR LENCE = 22600 WITH NO COST EMI ON HDFC BANK
I LOVE IT AND HAPPY WITH PRODUCT",5
16414,Good quality product,"Super ,xellent ,mind blowing 🥰😘",4
21805,Really Nice,Nice product,4
6688,Too noisy,"Got completely damaged in 6 months only .

Too much sound and gets heated up easily.",3
17071,Good choice,Super,3
15839,Decent product,"sound is ok ok
base is ok
mids are low",3
1364,OMG After reading reviews I thought they are unlucky,"OMG left earbud is not working... When I read all the reviews I thought they are unlucky, but reality is there is some serious issues with Earbud..
Left is not switching on at all, is this software issue or hardware issue, pathetic, don't go for it...",1
4620,Value for money... Nice product,"Pendrive is awsome...

But in discription not mentioned that it's of fiber material.

If this in metal case body then it's very rough tough to use.",5
22059,Good choice,Good,4
1712,Great product for great price,"I love the sound quality in this with the bass boost drivers in it...!!!
The only thing is the touch controls work 8/10 times.
I got used to it after 1 day, now there's no problem.
If you are thinking to buy redmi earbuds s then please don't,spend 200 more for realme it is much much better than redmi in all terms..!",5
5859,Worth it,Value for money,5
5622,Great value for money. Good speed... No lags...,Very good speeds...,5
16210,Nice product,Good Product,4
13988,Expected a better product,Not good product,2
1797,For listening music that’s good,"This is good but price is little high .
On call noise will be more and you have to speak loudly.
For music it’s ok
And there 5-6 hours battery backup not 12 hours",4
19437,Slightly disappointed,"I think tha this power bank doesn't have 10000 mah it is less than 5000mah
When the bank is charged full it charges only 1 mobile that also not more than 90 percent
My mobile is having 4000 maho",2
18689,Slightly disappointed,Not so good,2
21261,Very Good,"Screen is very small,otherwise everything is fine",4
17069,Worth the money,Good quality,4
20989,Wonderful,"Watch is awesome.
Features rich, battery life is also decent.
Only issue is the app, need a lot of improvement",4
6075,Worst product ever,"I bought it for ₹2250 in Amazon Great Indian Sale. It's cost was ₹2699. ₹200 cashback for add money and 10% cash back.
Now moving towards product. It is awesome. No damage in product. Reach on time. U should buy this. U think that there is defective parts in shown photo. But u should think that may be some time it is defective. But u can always return your product. If defective",1
1684,Poor quality and unreliable.,"Within a day of usage, left ear 👂 stopped working.. poor quality and unreliable.",1
10005,I don’t know about the sound but the things are damage in condition,Ok ..but not upto my requirment,1
2108,Happy with my phone!,"I’ve always been fascinated with iPhones but never bought one, due to lockdown I had postponed my shopping for few months but my older phones was bugging me a lot so I had to buy new one,
At first I wasn’t sure about online shopping for iPhone but this pandemic left me no choice, ultimately I ordered after a long contemplation and I should say I’m happy with the purchase... I wouldn’t keep using it and then I’ll update my review according to my experience",5
15916,Really Nice,Nice design n sound quality is great. Battery backup is amazing... U don't even need to charge it. Unlimited battery backup. Thats what makes it outstanding 👌👌,4
20821,Wonderful,"After lot of research, finally decided to go with Boat Smart watch. Got the delivery in 2 days. FlipKart is as usual rocking with speed delivery. I haven't fully checked all the options of the watch but as a first look, watch is good. Light weight. Syncs well eith mobile phone via ProGear App. Able to change the skin via cloud. So far so good. Will check other features and update my review later.",4
13244,Could be way better,Product is value for money. But delivery is not.,2
16657,Wonderful,Good,4
18717,Moderate,"Waste of money.
Not much accurate calorie count.
Not watch faces.
No any updates for watch faces.

Only looks great , u can purchase it if only want to show off.
Not working properly...!
Totally waste.",2
16344,Really Nice,"Yeah! Another Boult purchase. Pretty good at this price range. I'm ok with this price Rs 300. I compared to another Boult headphone, little voice is down in this device. It's my think. Wire quality is ok. But little need care for this ear buds are good at quality.",4
1265,Compact convenient clear earbuds,"Fit
Very compact. Fit with mid size buds is comfortable. Feels snug and does not feel like it will fall out for normal movement. Doesn't fall out if head is shaken also.

Sound quality
Good. Bass is fair to good. Loud and clear.

Connection.
Very easy after first pairing - but range is 10 ft only after which drops. Covering ear cuts of the connection sometimes. Mic is good too

Plays for 2 hrs

Overall compactness and quality makes it good value for money",4
5715,Working as expected,Happy with the purchase,5
18971,Expected a better product,It is not up to the mark,2
16831,Value-for-money,"Nyc sound quality in earphone
This is crystal clear sound
Also bass quality is extremely good",4
13534,Bad quality,Bad,2
719,Premium Bass quality,I'm using this product since past 3 month and I won't hesitate to say that this headset still Awesome and the Headset has Superb base and clear and loud vocals than a normal EARPHONE .... But i got a problem in my Right speaker which is lower bass than the Left one... Otherwise this is a best under 799/-,4
10420,Useless product,Camera quality is very poor,1
3570,Good basic printer for occasional printing,Good bargain for the price. Good for people with basic print jobs of once or twice a week. Bought to assist in kid’s school projects. Nice and easy print and scan functionality.,5
2568,"I am in eligible of return policy, so make my request to return my order","I want to return mobile which is ordered on 21st july 2020 and delivered on 26th July, because battery life drains quickly, while charging mobile was heating, didn’t have external memory card, app like true caller were not responding properly, mobile is locked with my own Face ID even it is unlocking with my brother’s face.",3
10026,Did not meet expectations,Don't purchase wrost of money mobile is heating.,1
12322,Terrible product,Worst product....Don't buy waste of money speaker is out of work after few month,1
6229,Sensitive to overload,"Whenever it is running..it sounds as if a tractor is passing by...
Noisy too noisy.... disturbs the peace of all around you.
Kanphaadu...
Paisa barbaad
Isko ban Karo becoz of noise pollution
But you can buy if you want to waste your money and harm the eardrums of your entire family.
Also..get your kitchen sound proof..",2
2360,My Bestie Beast,"It’s a monster. But a good one though. A true beast among phones. Awesome camera, battery life, sound, processing and face recognition. Me, and my spouse, both are using iPhone 11 and we both are real happy with the product. She has got red one and mine is black. Totally satisfied with iPhone 11 and got at nice rate. No issues till now. Thanks to Apple and Amazon. A perfect purchase if you have got enough money 😈",5
12754,Disappointed,Head set is missing totally disappointed.,2
10065,Hated it!,Heating,1
11135,Utterly Disappointed,i think there is some.issue with the software... the mobile gets turned off and on automatically.... !,1
20225,Nice,"Good but sensors are not accurate.
Bettery is good.
Sometime app not working proper.",3
7606,Awesome,Price gud photo quality gud but mic port not available in dslr 2.5 mm mice Jack available but not working,5
2834,But it from Darshita,"Bought it from Darshita electronics. At first I was a little worried that I might receive non genuine product. But Then after getting the device I’m totally satisfied.
Buy make sure to take a video while unboxing to be on the safer side.",5
16067,Wonderful,Super 👌👌👌,4
6477,with in 20 days jar base damaged and motor is firing smell,It's been a month since I started using this mixer grinder.. it's one of the best in this price range. Value for money!,1
7930,Value for money,Earphon is missing,4
15580,Just okay,loved it,3
9489,Good,Nice product so far experience,5
19134,Could be way better,it got out of order within 1 day.. and started noise,2
6896,Mixer does its job ! Nice buy,Prestige Iris Mixer Grinder Is Good... But The Outer compartment Box Is a Little Damaged... It Should Be Handled By The Amazon Company Looking a Little...Thank You Amazon...,4
16710,Good choice,The sound quality is ok . Design is good,4
11440,Terrible product,"Microphone having problem ,waste of money",1
14741,Nice,Nice,3
8613,Found the screen bleeding issue,"Good monitor under 10k. New model also support free AMD synch as well as NVidia G-Synch. So Nvidia users can unlock 75 refresh rate. No yellowish in new model. LG has worked on this. Good seller. Delivered me oct, 2019 imported version. Thanks to seller and Amazon.",2
13991,Moderate,Nice quailty,2
8079,"Flickering Master, oh typo Monitor.",Good product for beginners.,1
13072,Could be way better,Add together little more money buy something else,2
2948,Very bad experience,I hv bought iPhone 11 64gb in great Indian sale. When I opened the box I found that the paint above the back camera has already been chirped.Also phone has heating issue.phone gets heat just after using 2-3 min camera app or playing videos on YouTube just for 3-4min and also battery drains fast.I called Amazon they told to call apple when I called apple they told don’t cover cosmetic damages so they can’t help.seller -appario,1
21792,Wonderful,Good product,4
14698,Fair,"Build quality is quite good
But the bass and audio quality is not that up to the mark
Overall average one",3
19188,Moderate,Ok product,2
20108,Fair,Ok,3
7914,Love this camera,Entry level dslr with average performance.,5
12315,Don't waste your money,Don't buy this waste product After 6 month mike problem is come,1
17807,Good,Good,3
11770,Worst experience ever!,Nice,1
13829,Slightly disappointed,Parts are very weak including jars and mixer.,2
3714,printer is gdd but,Product was good but the printing per page is almost cost 10rs ...in one word if.u make money with one page atleast 50rs then.it is for u then.u can buy cartridges of this printer..,4
4910,Good purchase,Write and read speeds are as specified. Value for money,5
15033,Nice,I think it's a good product. Bt it's sound quality is not impressed me.,3
3042,Decent printer but replacement cartridge difficult to buy,"Good decent printer. But difficult to find replacement cartridges. Made huge mistake by buying this printer. If you doubt me, check in Amazon for HP 805 cartridge. Even HP website don't have them. I can't even return the printer. When cartridge dries up, I can't buy original cartridges. May be have the printer as show piece.",2
3433,Value for money,Very nice product in this price. Very easy to install and use. Appropriate for small duty home use. Print quality is excellent. Don't forget to install HP Smart on your system.,5
5116,One of the best performing MicroSD Card,Bought this to be used for DJI Mavic Mini. Works flawlessly. Min. Seq. Writes UHS Speed Class Video Speed Class Ideal Workload 30MB/s UHS Class 3 (U3) Video Class 30 (V30) 1080p/4K video @ 60/120fps.,5
11090,Horrible,"Most useless phone ever used, Don't buy this phone...",1
13894,Slightly disappointed,"Awesome product and very quick delivery.
Best price in flipkart, thank you so much....🤗🤗🤗🤗",2
9519,Good product,Amazing sound quality,5
3504,Waste of money.,Worst experience. Printer cartridge in dried up after 50-60 prints. Unable to get new cartridge as out of stock in Hp store. Moreover the price of cartridge is too costly. Totally waste of money.,2
1102,A good and dependable earphone for the price,"Very dependable product, I am using it with various devices including Asus zenphone, acer aspire 5 laptop, FiiO Hi-Res audio player. The Bluetooth connection switches b/w devices seamlessly. The bass is amazing covers the whole audible spectrum ranging from 200Hz down to 15Hz. The trebble is a little less, the frequency goes up to 15000 Hz although beyond 15000 upto 20000 the volume gets faint for me and barely audible. Comparing with Dr Dre Power beats 3 that I own, the over all sound seems to be muffled and seems to be comming from a small speaker yet has better base than Dre. Dre seems like u r sitting in a hall listning to music. The connectivity is also good compared to Power beats 3. I absolutely love the charging feature and if u r careful u will never be out of battery and I will easily use this earphone over a wired one any day, although Dre ones could give me 1 hour backup for 5 mins of charge but Redmi seems more user friendly and charging involves less hassle. There is one down side of Redmi earbuds is that it will fall off while chewing food or while running so u would have to keep adjusting them. I have been using these earphones since 2 months now.",4
10889,Worthless,rubbish phone,1
4507,Small and delicate,Quality could have been better.. Product is delicate cannot be abused.,3
2339,Awesomenees and smoothness yes it’s IPhone,"If u have points and planning for not changing phone 2to 4 year that iPhone 11 is best option

It’s my first purchase of iPhone from one plus 5T i am also thinking about its price but after some coupons and amazon icici credits point and cash back, it’s make me happy

About iphone11
Processor is awesome there is no lag
Camera and haptic touch is very good
I seen heating problems in some comment I think those people don’t know how to use mobile data option

Battery performance and charging also awesome as campare to XR

It’s display very good and mr/miss siri is equal to alexa relative.

So if you are looking for premium phone with best performance go for it and don’t worry about features like 5G.
in india 4G services still not good and 5G will take 3 yr to fully operational",5
9909,Good to bye for this budget,Super quality sound,4
3301,"Cheap product , High Maintenance","No doubt, it makes a best quality printing but it's Cartridge is too expensive ,once installed only 150 pages can be printed , After shortage refilling the local ink not allowed .overall cheap product but costly maintainance.",4
5741,Beast,Best for action cameras,5
9798,Excellemt,"I like to say ,I buy this product on Amazon for Rs:2800,the product was really worthable compare to I ball tarang ,,, ,,no noise distortion while connecting TV n dvd ,, full wood complete ly ,, especially controlling of satellite individual speakers was given in remote control tat was really suppeer",5
1460,Low Budget decent earbuds,The ear buds have a smooth finish... They feel very light weight and I have zero issues with the fit and comfort... The earbuds doesn't fall off while you are running or jumping... The sound is decent considering the price... The battery life is 3.5 hours and a total of 10 to 11 hours with the case... So if you are looking for a truly wireless earphones at a very low budget then go for it...,5
8694,This monitor is best under 8k👍,Quite happy with it. Serves my purpose of having a second screen for my home office. Quite easy on the eye once you set up preferences.,5
16623,Delightful,Superb,4
2159,Got genuine product from Amazon. Value for money in this price segment.,"I got received fresh box packing and manufacturing nov month. I heard many rumors for fake iphone delivered from Amazon. But i don't think they do this cheap work. So without hesitate u can place order from Amazon. I have used some days this product then i feel on hand its awesome. I have listened music earphones and stereo speakers. Very loudly sound and every beats are crisp and clear.
Camera quality are awesome no doubt. Display quality is decent and battery life is also decent. Approx 1 day uses with normal uses. Face id is more secure. But i got face one issue. In this Pandemic, the mask has to come down again and again whenever the phone has to be unlocked. So they should give In fingerprint displays. This is safe feature in this pandemic.
Along with the phone, they should also provide a charger. Because you take so much money, you still cannot provide charger, even that big company!
Overall the phone is good, you can buy.",4
19272,Expected a better product,Button Gone after 1 month use... Mobile charge has not lasting long,2
17719,Good,"First time defictiv pice,, return replacement second time okey products",3
13617,Could be way better,Superrrr,2
1739,THE RIGHT MICROPHONE IS NOT WORKING...NOT HAPPY WITH THE PRODUCT...I WANT TO REPLACE IT,"THIS WAS'NT EXPECTED AMAZON. ONLY ONE MICROPHONE IS WORKING. RIGHT MICROPHONE IS NOT WORKING. I WAS EXPECTING THE ORIGINAL EARPODS OF REDEMI. EITHER YOU REPLACE IT OR RETURN IT. RETURN DATE EXPIRED YESTERDAY. IT WAS NOT WORKING PROPERLY FROM DAY 2, THEN AFTER THAT, IT WAS WORKING. NOW AGAIN THE SAME ISSUE I AM FACING. THE RIGHT EARBUD IS NOT WORKING/ RESPONDING.",1
16709,Nice product,Good in this price,4
9073,Sound,Everything about this product is 100%. I am satisfied.,5
14933,Just okay,Bass is good but Wire quality is not good,3
841,Very good in best price,"Item looks pretty good. Voice is clear. Still boss I didn't test.
Delivery also very fast this time.
I am buying 2nd time this one.",5
1278,Best value for money product.,"Design/Ergonomics:
Comfortable and case is quiet pocketable. No complaints and it fits well in the ears. Eartips material for the price is good but better options are out there.

Sound quality:
The sound quality out the box is pathetic, however it is not due to the driver in general. I own Audio Technica M50x and Sony WF-1000x, both of which sounds amazing however the price point is too high to compare with Redmi and it is not fair to compare also.
It is bass heavy and lot of details in Mids and highs are lost. Even the vocals have been frequency shifted to sound kind of in mid bass region and it is kind of annoying however it will appeal to majority of the people who tends to think more bass means good sound. For majority of the people the sound quality should be fine.
For audiophiles, download wavelet app to set custom EQ. Boost highs and little bit of mids. Fiddle with the app to get a sound signature which you like. You will be more than pleased to know that the driver is quiet capable of sounding good however the out of the box tuning is too bad. But don't expect flagship like audio quality as it is not possible for the driver to sound neutral with EQ adjustments as some coloration or warmness will be always there in the sound. We cannot remove it as it is the driver property and some of the frequencies may not even be produced as it may be very weak and lie below the -10db point. Guess I am getting too boring here. Lets ignore and consider the price point. Sound quality is decent with EQ adjustment. For android users wavelet app can fix sound quality pretty easily however iOS users have to adjust EQ in all the apps.
Connectivity:
For people who says connectivity is bad, they dont know how other truly wireless earphones work. Lot of earphones don't support Bluetooth 5.0 and it needs to have master / slave relationship meaning only one bud would connect with our phone and then it will relay the signal to other bud. This will cause frequent connection drop and very high latency and while watching video there will be a lag in audio. Bluetooth 5.0 is very good in this price point. The connection is very stable. I have not faced any issues and also while watching video there is almost 0 lag. Didn't try gaming but gamers should always use wired headphone for that true latency free exp. I used to get frequent connection drop in sony wf-1000x which i bought for almost 200 dollars (15 thousand Rupees approx). Compared to that this is like gold standard.
Call quality:
Call quality in indoors is pretty good. The person on other side didn't even identify I was speaking on earbuds. Make sure you are waring the earbuds properly with the mic facing your mouth. It is very good in picking our voice however not sure of how it would perform in noisy environment but for the price paid the performance is justified.

Overall:
This is compelling buy at this price point. Highly recommended for anyone to go cords free at a budget. Reducing a star as the sound engineers could have tuned it nicely if they have worked just 1 hour more and taken feedback from people who likes audio.",4
2157,Product is useless without required accessories.,"Worst policy ever. Product has come with only usb cable without adopter and earphones.Is it making any sense? Even initial charging can’t be done, how could you rate the product????? This is truly cheating the customer, which shouldn’t be entertained. Humble request, please do not cheat your customers who trust you and without seeing the product they do pay for it. Please include all required accessories and display the price. DO NOT DECEIVE!!!",1
21188,Really Nice,ITS LOOKING OSM👌👌,4
17083,Nice,product is good jars are tooo small,3
972,Good but not great,I used JBL before this and experience was good with that in Boat bass is more but sound quality is ok not great. But headphone is good for traveling easy bend and durability is good,3
22092,Value-for-money,"Nice watch, but one problem. Watch disconnected sometimes.",4
4311,Storage capacity is 57GB only not 64GB,Storage capacity as mentioned is 64GB but available storage is 57.3GB only. Is 7GB required for drivers really? I'm veey much disappointed ☹️☹️. You could refund me proportionately.,3
3930,Good for scanning not good for long periods printing,"Cartridge problem... Compatibility issues with new hp cartridge, estimated print score is not so good... After certain time it works only as a scanner",4
2967,Awesomeness!,"I am a hard core android device user...But this is unmatchable device. I am expecting more and more from Apple. Truly a joy using everyday. Expensive at top class performance.
Cons: Charge is very slow. Could have provided fast charger. For me doesn’t matter to spend a little more but I expect everything in single box.",5
3563,Bad Product..Item Does not working,"Old Product..Item Doesn't working..I purchase HP deskjet 2331 ...I found another item HP
Deskjet 2330",1
18388,Moderate,Basic... not accurate...,2
10398,Horrible,Used pice,1
15267,Fair,"Waste of money , Consider other brand to purchase.",3
13103,Not good,"After 10 days speakers are not working, and say 1 year on warranty but no body responds.",2
4282,Worth the money. Highly recommended.,Read and write speeds are decent. Gives around 150Mbps for writing and 200Mbps for reading but it highly depends on the specs of your pc. Also experienced minor heating issues on prolonged usage. Works nicely with both Android and Windows devices.,4
3970,Good but doesn't mt d expectation,It prints only 100 pages... So printer is good but its cartridge is too costly. U need to expense 700rs per 100 pages.,3
8485,Really good but would be great if adjustable stand is given with monitor,"Your browser does not support HTML5 video.
 Do not buy.
Screen issue faced within 3 month.
Minus rating point is ideal for this product",4
6270,Shell out a few more bucks and look for a better option elsewhere,"This is awesome . It's working good. But a little bit more noise it have , with the 750 watt motor .Go for it . Don't read the worst product reviews in this item. If you have got a damage product . Please return as 1st as you can. Otherwise it has 3 years warranty with the brand .",2
6165,Defective Product,"Hopeless product! Very less power, gets stuck intermittently. Already replaced 2 spare parts spending money from pocket inspite being under warranty because of lockdown. Have used it for around 8 months now and already thinking of buying a new one. This is only food for very light usage.
I would highly discourage you from going for this model.",2
12877,Expected a better product,Warranty only 3 month,2
20312,Nice,Spo2 shows either 90 or 92 on first attempt and on rechecking it shows 99 for everyone which is not accurate when compared output with actual oxymeter. So I don't believe on it's sensor's genuinity.,3
12875,Not good,"I bought this product on 11 Nov 2020 and today, on 21 Jan, one of the ear piece has stopped working.
Not expected😡😡😠
Would not recommend
Do give a second thought..",2
17678,Fair,damage product,3
12713,Slightly disappointed,Third quality speaker never buy it,2
6375,good but some issue in it,"Smaller jar, it is very difficult to fix and remove it from mixer. It does not have handle for easy handling. Also mixer and jar fitting is very tight.

Other Jars are ok.

Very BAD Design....",4
13990,Expected a better product,Worked for just one month..,2
7775,Superb product,Very nice product. Easy to use. Connectivity option with mobile is also awesome. Build quality is bit low than nikkon. Otherwise very nice,5
10349,Absolute rubbish!,While incoming call ..contact name not displaying .,1
7070,Good product for Beginners.,"Brilliant product

Most of the configurations available in this price range (less than 40k) were either 4 GB RAM or 1 TB HDD

My base requirement was 8 GB RAM as Win 10 just doesn't work with 4 GB and going for aftermarket RAM on a new laptop did not make sense

Second requirement was SSD. I needed anything at or beyond 256 GB

Third requirement was latest generation of processor, 10th Gen in this case

Fourth requirement that kind of became mandatory after I was doing the diligence was MS Office preinstalled. Again, why go for aftermarket installation. Note: lot of people complain that this is only for 30 days. That's not the case. I activated just by signing in and updating Office.

The only other competition to this is Lenovo in similar price bracket, but it has a poor camera. With all the online classes and office, you can't look like crap just because you have a camera dating back to 2000s. All else are either expensive, do not have SSD, do not have 8 GB RAM or MS Office.

The screen could have been better, but I have a 29 inch LG screen so no complaints.

I missed checking if the swivel opens 180 degrees and this laptop doesn't open 180 degrees, so if you do use dual monitor then you have to place adjacent to additional monitor

Very satisfied till now. Boot time with SSD is awesome, the system boots in under 10 seconds.

Although it says 1.47 kg it feels a tad heavier. I have been using Mac but that's twice the price.

I wish there were more USB ports, it has 2 USB and 1 C type

This is default choice in the specs/ requirements so best buy",5
16391,Nice product,Super,4
15792,Decent product,"wire not good, look like cheep model",3
12598,Expected a better product,Not uses long. Death in mobile. First drops,2
1571,Not for long run,"Left ear bid stopped working in immediate after return period .

Don't know how to proceed now.

First time ever I am experiencing this kind of quality issues from Mi product.

When it comes sound quality satisfied looking at the price point.

But quality should have been better",1
20357,Decent product,"The watch looks good with a nice and bright screen. Many options for various sports, SpO2 , heart rate, steps etc are the main features. Call control, messages etc can be seen in the watch when paired with mobile.

Major drawbacks with the watch:
Everything needs a mobile phone to connect.
Even the alarm needs to be set through the app which makes it very frustrating. Sometimes the app does not connect with the watch!
Not many nice watch faces are available.
Realme watch with the same pricing has the feature to set the alarm from the watch itself.",3
7030,Good camera.,"We did not like this product at all. Very complicated. When we change jar it does not work. Even after pushing reset button, not working. Totally useless for us. Never will buy prestige Iris and even don't believe now Amazon",5
4831,Very good. Vfm,Exactly as described. Vfm,5
8812,This monitor rules,"One of the best monitor by lg at the ₹ 7300
It is true ips panel monitor for movie and playing games",5
6279,Expecting Amazon to help,Dont buy mixer with juice jar. For only juicer jar they are charging more than 1000 which is not easy to clean. So buy other mixer grinder without juicer jar and if you want juicer jar you can get outside for less price only,1
17547,Nice,Good,3
3062,Nice printer,"Nice printer
Scanning quality is very good
Color printing is very good",5
5248,Memory Card not working,"Sd card is not working after one week of usage.... No idea where to contact? I lost my Rs.10,000/-
Please let me know if someone can help",1
13373,Could be way better,Not I expected not good sound quality,2
15300,Does the job,Bad product,3
19919,Does the job,Good itam,3
15402,Nice,avg,3
199,Worth it.,"1) The built quality - 4.5/5
The built qualitywas really good even though the most of it was made with plastic. The steel was used when we extend the headphones.
2) The sound quality- 4.5/5
The bass was really awesome (as expected)
3) Noise cancellation- 2/5
The nose cancellation is not that good, but you can adjust by increasing volume.

Overall- I highly recommend to buy these headphones as the product is worthy as you get awesome sound quality at lower price (I bought when the price was Rs.699)",4
13314,Could be way better,nice and handy product,2
13859,Expected a better product,"after using 3rd time with in month, it is not working..",2
8129,Value for money!,Wow,5
21366,Delightful,Wonderful working and so beautiful I like it,4
21664,Value-for-money,good product,4
